pair,method,tx,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
iq:stft,relation_shrinkage_mahalanobis,Tx7,0.95,99.32259412144003,0.47245,0.45,0.5454545454545454,0.06,0.10810810810810809,30,375,25,470
iq:stft,relation_shrinkage_mahalanobis,Tx8,0.95,99.32259412144003,0.469275,0.4311111111111111,0.34210526315789475,0.026,0.0483271375464684,13,375,25,487
iq:stft,relation_shrinkage_mahalanobis,Tx5,0.97,121.97571586828998,0.48032,0.4444444444444444,0.5,0.038,0.07063197026022304,19,381,19,481
iq:stft,relation_shrinkage_mahalanobis,Tx6,0.97,121.97571586828998,0.4954,0.44222222222222224,0.4722222222222222,0.034,0.06343283582089553,17,381,19,483
iq:stft,relation_shrinkage_mahalanobis,Tx7,0.97,121.97571586828998,0.47245,0.45,0.5581395348837209,0.048,0.08839779005524862,24,381,19,476
iq:stft,relation_shrinkage_mahalanobis,Tx8,0.97,121.97571586828998,0.469275,0.43666666666666665,0.3870967741935484,0.024,0.04519774011299434,12,381,19,488
iq:cepstral,relation_zdist,Tx5,0.9,2.1254247967228626,0.47614,0.45555555555555555,0.55,0.11,0.18333333333333335,55,355,45,445
iq:cepstral,relation_zdist,Tx6,0.9,2.1254247967228626,0.474415,0.45666666666666667,0.5544554455445545,0.112,0.18635607321131448,56,355,45,444
iq:cepstral,relation_zdist,Tx7,0.9,2.1254247967228626,0.464885,0.4588888888888889,0.5631067961165048,0.116,0.19237147595356552,58,355,45,442
iq:cepstral,relation_zdist,Tx8,0.9,2.1254247967228626,0.46149,0.4211111111111111,0.34782608695652173,0.048,0.0843585237258348,24,355,45,476
iq:cepstral,relation_zdist,Tx5,0.95,3.563103865117415,0.47614,0.45444444444444443,0.5918367346938775,0.058,0.10564663023679417,29,380,20,471
iq:cepstral,relation_zdist,Tx6,0.95,3.563103865117415,0.474415,0.45444444444444443,0.5918367346938775,0.058,0.10564663023679417,29,380,20,471
iq:cepstral,relation_zdist,Tx7,0.95,3.563103865117415,0.464885,0.4588888888888889,0.6226415094339622,0.066,0.1193490054249548,33,380,20,467
iq:cepstral,relation_zdist,Tx8,0.95,3.563103865117415,0.46149,0.43,0.25925925925925924,0.014,0.02656546489563567,7,380,20,493
iq:cepstral,relation_zdist,Tx5,0.97,4.522341100017556,0.47614,0.45555555555555555,0.65625,0.042,0.07894736842105263,21,389,11,479
iq:cepstral,relation_zdist,Tx6,0.97,4.522341100017556,0.474415,0.45666666666666667,0.6666666666666666,0.044,0.08255159474671668,22,389,11,478
iq:cepstral,relation_zdist,Tx7,0.97,4.522341100017556,0.464885,0.45555555555555555,0.65625,0.042,0.07894736842105263,21,389,11,479
iq:cepstral,relation_zdist,Tx8,0.97,4.522341100017556,0.46149,0.44,0.3888888888888889,0.014,0.027027027027027025,7,389,11,493
iq:cepstral,relation_pca_residual,Tx5,0.9,0.4265153371270012,0.46084,0.4444444444444444,0.5,0.124,0.1987179487179487,62,338,62,438
iq:cepstral,relation_pca_residual,Tx6,0.9,0.4265153371270012,0.4863,0.4488888888888889,0.515625,0.132,0.21019108280254775,66,338,62,434
iq:cepstral,relation_pca_residual,Tx7,0.9,0.4265153371270012,0.46901,0.45,0.5193798449612403,0.134,0.21303656597774245,67,338,62,433
iq:cepstral,relation_pca_residual,Tx8,0.9,0.4265153371270012,0.47853,0.4166666666666667,0.37373737373737376,0.074,0.12353923205342236,37,338,62,463
iq:cepstral,relation_pca_residual,Tx5,0.95,0.6968600475599666,0.46084,0.44333333333333336,0.4927536231884058,0.068,0.11950790861159931,34,365,35,466
iq:cepstral,relation_pca_residual,Tx6,0.95,0.6968600475599666,0.4863,0.4444444444444444,0.5,0.07,0.12280701754385964,35,365,35,465
