pair,method,relation_dim,threshold_quantile,threshold,train_score_mean,known_score_mean,unknown_score_mean,known_unknown_mean_gap,known_score_p95,unknown_score_p50,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
ap:cepstral,relation_pca_residual,33,0.97,0.7692126008296788,0.1949988540967017,0.2272499141360897,0.2113712655810565,-0.01587864855503318,0.6552957328916266,0.11931146408117393,0.4880325,0.19541666666666666,0.8484848484848485,0.042,0.0800381133873273,84,385,15,1916
ap:cepstral,relation_shrinkage_mahalanobis,33,0.9,62.55636213041444,30.319534509586653,36.71272971685856,33.783547436639736,-2.929182280218825,111.33409528794009,19.830079995438105,0.50197625,0.24375,0.8073089700996677,0.1215,0.21121251629726204,243,342,58,1757
ap:cepstral,relation_shrinkage_mahalanobis,33,0.95,90.98416866211082,30.319534509586653,36.71272971685856,33.783547436639736,-2.929182280218825,111.33409528794009,19.830079995438105,0.50197625,0.21208333333333335,0.8224852071005917,0.0695,0.128169663439373,139,370,30,1861
ap:cepstral,relation_shrinkage_mahalanobis,33,0.97,119.22090672720704,30.319534509586653,36.71272971685856,33.783547436639736,-2.929182280218825,111.33409528794009,19.830079995438105,0.50197625,0.19625,0.8380952380952381,0.044,0.08361045130641329,88,383,17,1912
ap:cyclo,relation_zdist,33,0.9,1.951975901184332,0.9999999999999999,1.168528038926014,1.0793231328975932,-0.0892049060284208,5.235422319921625,0.49690887669301365,0.50408625,0.24333333333333335,0.7929936305732485,0.1245,0.21521175453759725,249,335,65,1751
ap:cyclo,relation_zdist,33,0.95,3.289320349727461,0.9999999999999999,1.168528038926014,1.0793231328975932,-0.0892049060284208,5.235422319921625,0.49690887669301365,0.50408625,0.20416666666666666,0.78125,0.0625,0.11574074074074074,125,365,35,1875
ap:cyclo,relation_zdist,33,0.97,5.060497721405742,0.9999999999999999,1.168528038926014,1.0793231328975932,-0.0892049060284208,5.235422319921625,0.49690887669301365,0.50408625,0.1825,0.7317073170731707,0.03,0.05763688760806916,60,378,22,1940
ap:cyclo,relation_pca_residual,33,0.9,0.3388317109809466,0.16772614143602688,0.21745931851174347,0.19015254001221227,-0.027306778499531198,0.8564163037416397,0.10021846347122712,0.49909,0.24458333333333335,0.8148148148148148,0.121,0.21070962124510229,242,345,55,1758
ap:cyclo,relation_pca_residual,33,0.95,0.5410044100628655,0.16772614143602688,0.21745931851174347,0.19015254001221227,-0.027306778499531198,0.8564163037416397,0.10021846347122712,0.49909,0.2075,0.7752808988764045,0.069,0.12672176308539945,138,360,40,1862
ap:cyclo,relation_pca_residual,33,0.97,0.7307946446031979,0.16772614143602688,0.21745931851174347,0.19015254001221227,-0.027306778499531198,0.8564163037416397,0.10021846347122712,0.49909,0.18916666666666668,0.75,0.0405,0.07685009487666034,81,373,27,1919
ap:cyclo,relation_shrinkage_mahalanobis,33,0.9,59.75510429779982,29.586512175886973,35.891638616468136,33.121478741757095,-2.770159874711041,151.89638592738385,17.335888149153185,0.50578,0.24666666666666667,0.8116883116883117,0.125,0.21663778162911612,250,342,58,1750
ap:cyclo,relation_shrinkage_mahalanobis,33,0.95,97.62542911378424,29.586512175886973,35.891638616468136,33.121478741757095,-2.770159874711041,151.89638592738385,17.335888149153185,0.50578,0.20541666666666666,0.7818181818181819,0.0645,0.11916859122401847,129,364,36,1871
ap:cyclo,relation_shrinkage_mahalanobis,33,0.97,132.31433413420447,29.586512175886973,35.891638616468136,33.121478741757095,-2.770159874711041,151.89638592738385,17.335888149153185,0.50578,0.18625,0.7422680412371134,0.036,0.0686695278969957,72,375,25,1928
ap:hos,relation_zdist,33,0.9,1.5475073727751751,1.0000000000000002,1.5810614859483902,1.7471293172929858,0.16606783134459557,3.80362359619684,0.32218315191679264,0.50390375,0.23291666666666666,0.7870036101083032,0.109,0.1914800175669741,218,341,59,1782
ap:hos,relation_zdist,33,0.95,3.0307066364905224,1.0000000000000002,1.5810614859483902,1.7471293172929858,0.16606783134459557,3.80362359619684,0.32218315191679264,0.50390375,0.19625,0.784,0.049,0.09223529411764707,98,373,27,1902
ap:hos,relation_zdist,33,0.97,4.35291906315277,1.0000000000000002,1.5810614859483902,1.7471293172929858,0.16606783134459557,3.80362359619684,0.32218315191679264,0.50390375,0.18125,0.7536231884057971,0.026,0.05026582890285162,52,383,17,1948
ap:hos,relation_pca_residual,33,0.9,0.309006321986419,0.14996093402167193,0.2768432735264083,0.2701026912772545,-0.006740582249153804,0.7793226839217858,0.07674965459646804,0.50643125,0.24083333333333334,0.8068965517241379,0.117,0.20436681222707426,234,344,56,1766
ap:hos,relation_pca_residual,33,0.95,0.5289343169212397,0.14996093402167193,0.2768432735264083,0.2701026912772545,-0.006740582249153804,0.7793226839217858,0.07674965459646804,0.50643125,0.20583333333333334,0.8012820512820513,0.0625,0.11595547309833024,125,369,31,1875
