representation,method,tx,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
cyclo,zdist,Tx7,0.95,4.418427323918298,0.478045,0.4477777777777778,0.5254237288135594,0.062,0.11091234347048301,31,372,28,469
cyclo,zdist,Tx8,0.95,4.418427323918298,0.509245,0.4311111111111111,0.36363636363636365,0.032,0.058823529411764705,16,372,28,484
cyclo,zdist,Tx5,0.97,5.388300137259517,0.48308,0.4533333333333333,0.5869565217391305,0.054,0.0989010989010989,27,381,19,473
cyclo,zdist,Tx6,0.97,5.388300137259517,0.491405,0.44555555555555554,0.5128205128205128,0.04,0.07421150278293136,20,381,19,480
cyclo,zdist,Tx7,0.97,5.388300137259517,0.478045,0.4488888888888889,0.5476190476190477,0.046,0.08487084870848709,23,381,19,477
cyclo,zdist,Tx8,0.97,5.388300137259517,0.509245,0.43,0.24,0.012,0.022857142857142854,6,381,19,494
cyclo,pca_residual,Tx5,0.9,0.10927105774073541,0.51524,0.4677777777777778,0.5882352941176471,0.14,0.2261712439418417,70,351,49,430
cyclo,pca_residual,Tx6,0.9,0.10927105774073541,0.487835,0.4533333333333333,0.5377358490566038,0.114,0.18811881188118812,57,351,49,443
cyclo,pca_residual,Tx7,0.9,0.10927105774073541,0.491315,0.4633333333333333,0.5739130434782609,0.132,0.21463414634146344,66,351,49,434
cyclo,pca_residual,Tx8,0.9,0.10927105774073541,0.571495,0.4866666666666667,0.6397058823529411,0.174,0.27358490566037735,87,351,49,413
cyclo,pca_residual,Tx5,0.95,0.13522950985885343,0.51524,0.46111111111111114,0.6,0.09,0.1565217391304348,45,370,30,455
cyclo,pca_residual,Tx6,0.95,0.13522950985885343,0.487835,0.44222222222222224,0.4827586206896552,0.056,0.1003584229390681,28,370,30,472
cyclo,pca_residual,Tx7,0.95,0.13522950985885343,0.491315,0.45222222222222225,0.5522388059701493,0.074,0.13051146384479717,37,370,30,463
cyclo,pca_residual,Tx8,0.95,0.13522950985885343,0.571495,0.46555555555555556,0.620253164556962,0.098,0.16925734024179623,49,370,30,451
cyclo,pca_residual,Tx5,0.97,0.16739378251520456,0.51524,0.45666666666666667,0.6222222222222222,0.056,0.10275229357798166,28,383,17,472
cyclo,pca_residual,Tx6,0.97,0.16739378251520456,0.487835,0.4411111111111111,0.45161290322580644,0.028,0.052730696798493404,14,383,17,486
cyclo,pca_residual,Tx7,0.97,0.16739378251520456,0.491315,0.44666666666666666,0.5277777777777778,0.038,0.0708955223880597,19,383,17,481
cyclo,pca_residual,Tx8,0.97,0.16739378251520456,0.571495,0.4577777777777778,0.6304347826086957,0.058,0.10622710622710624,29,383,17,471
cyclo,shrinkage_mahalanobis,Tx5,0.9,59.1535376885703,0.49414,0.46555555555555556,0.5693430656934306,0.156,0.24489795918367344,78,341,59,422
cyclo,shrinkage_mahalanobis,Tx6,0.9,59.1535376885703,0.477325,0.43777777777777777,0.4732142857142857,0.106,0.17320261437908496,53,341,59,447
cyclo,shrinkage_mahalanobis,Tx7,0.9,59.1535376885703,0.483385,0.44222222222222224,0.49137931034482757,0.114,0.18506493506493504,57,341,59,443
cyclo,shrinkage_mahalanobis,Tx8,0.9,59.1535376885703,0.54082,0.4766666666666667,0.5986394557823129,0.176,0.27202472952086554,88,341,59,412
cyclo,shrinkage_mahalanobis,Tx5,0.95,85.20422408100487,0.49414,0.45,0.5373134328358209,0.072,0.12698412698412698,36,369,31,464
cyclo,shrinkage_mahalanobis,Tx6,0.95,85.20422408100487,0.477325,0.4388888888888889,0.45614035087719296,0.052,0.09335727109515259,26,369,31,474
cyclo,shrinkage_mahalanobis,Tx7,0.95,85.20422408100487,0.483385,0.44333333333333336,0.4918032786885246,0.06,0.10695187165775401,30,369,31,470
cyclo,shrinkage_mahalanobis,Tx8,0.95,85.20422408100487,0.54082,0.46111111111111114,0.5974025974025974,0.092,0.15944540727902948,46,369,31,454
cyclo,shrinkage_mahalanobis,Tx5,0.97,106.91329559464697,0.49414,0.4488888888888889,0.5454545454545454,0.048,0.08823529411764705,24,380,20,476
cyclo,shrinkage_mahalanobis,Tx6,0.97,106.91329559464697,0.477325,0.43777777777777777,0.4117647058823529,0.028,0.05243445692883895,14,380,20,486
cyclo,shrinkage_mahalanobis,Tx7,0.97,106.91329559464697,0.483385,0.44222222222222224,0.47368421052631576,0.036,0.06691449814126395,18,380,20,482
cyclo,shrinkage_mahalanobis,Tx8,0.97,106.91329559464697,0.54082,0.45222222222222225,0.574468085106383,0.054,0.09872029250457037,27,380,20,473
hos,zdist,Tx5,0.9,1.4253785109495722,0.4809,0.44333333333333336,0.4954128440366973,0.108,0.17733990147783252,54,345,55,446
hos,zdist,Tx6,0.9,1.4253785109495722,0.50223,0.44666666666666666,0.5089285714285714,0.114,0.18627450980392157,57,345,55,443
hos,zdist,Tx7,0.9,1.4253785109495722,0.496905,0.4411111111111111,0.48598130841121495,0.104,0.17133443163097198,52,345,55,448
hos,zdist,Tx8,0.9,1.4253785109495722,0.48449,0.44,0.4811320754716981,0.102,0.1683168316831683,51,345,55,449
hos,zdist,Tx5,0.95,2.882970751320241,0.4809,0.43555555555555553,0.43548387096774194,0.054,0.09608540925266904,27,365,35,473
hos,zdist,Tx6,0.95,2.882970751320241,0.50223,0.43333333333333335,0.4166666666666667,0.05,0.08928571428571429,25,365,35,475
hos,zdist,Tx7,0.95,2.882970751320241,0.496905,0.43333333333333335,0.4166666666666667,0.05,0.08928571428571429,25,365,35,475
hos,zdist,Tx8,0.95,2.882970751320241,0.48449,0.4211111111111111,0.2857142857142857,0.028,0.05100182149362477,14,365,35,486
hos,zdist,Tx5,0.97,3.797577785152134,0.4809,0.44555555555555554,0.5121951219512195,0.042,0.07763401109057301,21,380,20,479
hos,zdist,Tx6,0.97,3.797577785152134,0.50223,0.44666666666666666,0.5238095238095238,0.044,0.08118081180811806,22,380,20,478
hos,zdist,Tx7,0.97,3.797577785152134,0.496905,0.44,0.4444444444444444,0.032,0.059701492537313425,16,380,20,484
hos,zdist,Tx8,0.97,3.797577785152134,0.48449,0.43222222222222223,0.3103448275862069,0.018,0.034026465028355386,9,380,20,491
hos,pca_residual,Tx5,0.9,0.1008473594234467,0.476655,0.43666666666666665,0.4666666666666667,0.098,0.1619834710743802,49,344,56,451
hos,pca_residual,Tx6,0.9,0.1008473594234467,0.49731,0.44222222222222224,0.4909090909090909,0.108,0.17704918032786884,54,344,56,446
hos,pca_residual,Tx7,0.9,0.1008473594234467,0.498595,0.4488888888888889,0.5172413793103449,0.12,0.1948051948051948,60,344,56,440
hos,pca_residual,Tx8,0.9,0.1008473594234467,0.54306,0.45555555555555555,0.5409836065573771,0.132,0.21221864951768488,66,344,56,434
hos,pca_residual,Tx5,0.95,0.17072969711759664,0.476655,0.44333333333333336,0.4918032786885246,0.06,0.10695187165775401,30,369,31,470
hos,pca_residual,Tx6,0.95,0.17072969711759664,0.49731,0.43333333333333335,0.40384615384615385,0.042,0.07608695652173914,21,369,31,479
hos,pca_residual,Tx7,0.95,0.17072969711759664,0.498595,0.4388888888888889,0.45614035087719296,0.052,0.09335727109515259,26,369,31,474
hos,pca_residual,Tx8,0.95,0.17072969711759664,0.54306,0.45,0.5373134328358209,0.072,0.12698412698412698,36,369,31,464
hos,pca_residual,Tx5,0.97,0.25674548736235087,0.476655,0.4411111111111111,0.4634146341463415,0.038,0.07024029574861368,19,378,22,481
hos,pca_residual,Tx6,0.97,0.25674548736235087,0.49731,0.43666666666666665,0.40540540540540543,0.03,0.0558659217877095,15,378,22,485
hos,pca_residual,Tx7,0.97,0.25674548736235087,0.498595,0.43666666666666665,0.40540540540540543,0.03,0.0558659217877095,15,378,22,485
hos,pca_residual,Tx8,0.97,0.25674548736235087,0.54306,0.4411111111111111,0.4634146341463415,0.038,0.07024029574861368,19,378,22,481
hos,shrinkage_mahalanobis,Tx5,0.9,66.59964181333346,0.47902,0.43666666666666665,0.4700854700854701,0.11,0.17828200972447325,55,338,62,445
hos,shrinkage_mahalanobis,Tx6,0.9,66.59964181333346,0.51431,0.44,0.48333333333333334,0.116,0.18709677419354837,58,338,62,442
hos,shrinkage_mahalanobis,Tx7,0.9,66.59964181333346,0.51343,0.43555555555555553,0.46551724137931033,0.108,0.17532467532467533,54,338,62,446
hos,shrinkage_mahalanobis,Tx8,0.9,66.59964181333346,0.50713,0.44222222222222224,0.4918032786885246,0.12,0.19292604501607716,60,338,62,440
hos,shrinkage_mahalanobis,Tx5,0.95,105.51236947610079,0.47902,0.44,0.4666666666666667,0.056,0.09999999999999999,28,368,32,472
hos,shrinkage_mahalanobis,Tx6,0.95,105.51236947610079,0.51431,0.43555555555555553,0.42857142857142855,0.048,0.08633093525179857,24,368,32,476
hos,shrinkage_mahalanobis,Tx7,0.95,105.51236947610079,0.51343,0.43666666666666665,0.43859649122807015,0.05,0.08976660682226212,25,368,32,475
hos,shrinkage_mahalanobis,Tx8,0.95,105.51236947610079,0.50713,0.44666666666666666,0.5151515151515151,0.068,0.12014134275618374,34,368,32,466
hos,shrinkage_mahalanobis,Tx5,0.97,147.697641100332,0.47902,0.44555555555555554,0.5128205128205128,0.04,0.07421150278293136,20,381,19,480
hos,shrinkage_mahalanobis,Tx6,0.97,147.697641100332,0.51431,0.44,0.4411764705882353,0.03,0.056179775280898875,15,381,19,485
hos,shrinkage_mahalanobis,Tx7,0.97,147.697641100332,0.51343,0.44,0.4411764705882353,0.03,0.056179775280898875,15,381,19,485
hos,shrinkage_mahalanobis,Tx8,0.97,147.697641100332,0.50713,0.44555555555555554,0.5128205128205128,0.04,0.07421150278293136,20,381,19,480
bispectrum,zdist,Tx5,0.9,1.8687000169482286,0.502595,0.4477777777777778,0.5151515151515151,0.102,0.1702838063439065,51,352,48,449
bispectrum,zdist,Tx6,0.9,1.8687000169482286,0.55101,0.4577777777777778,0.5555555555555556,0.12,0.19736842105263158,60,352,48,440
bispectrum,zdist,Tx7,0.9,1.8687000169482286,0.53244,0.48,0.625,0.16,0.25477707006369427,80,352,48,420
bispectrum,zdist,Tx8,0.9,1.8687000169482286,0.51674,0.4444444444444444,0.5,0.096,0.16107382550335572,48,352,48,452
bispectrum,zdist,Tx5,0.95,2.479539120120218,0.502595,0.45,0.5423728813559322,0.064,0.11449016100178892,32,373,27,468
bispectrum,zdist,Tx6,0.95,2.479539120120218,0.55101,0.4444444444444444,0.5,0.054,0.09747292418772563,27,373,27,473
bispectrum,zdist,Tx7,0.95,2.479539120120218,0.53244,0.45555555555555555,0.578125,0.074,0.13120567375886524,37,373,27,463
bispectrum,zdist,Tx8,0.95,2.479539120120218,0.51674,0.44,0.46,0.046,0.08363636363636365,23,373,27,477
bispectrum,zdist,Tx5,0.97,2.9288096341478314,0.502595,0.4533333333333333,0.5952380952380952,0.05,0.09225092250922509,25,383,17,475
bispectrum,zdist,Tx6,0.97,2.9288096341478314,0.55101,0.44333333333333336,0.48484848484848486,0.032,0.0600375234521576,16,383,17,484
bispectrum,zdist,Tx7,0.97,2.9288096341478314,0.53244,0.45111111111111113,0.575,0.046,0.08518518518518518,23,383,17,477
bispectrum,zdist,Tx8,0.97,2.9288096341478314,0.51674,0.44222222222222224,0.46875,0.03,0.05639097744360901,15,383,17,485
bispectrum,pca_residual,Tx5,0.9,0.25684710812050676,0.4783,0.46111111111111114,0.5728155339805825,0.118,0.1956882255389718,59,356,44,441
bispectrum,pca_residual,Tx6,0.9,0.25684710812050676,0.530585,0.48333333333333334,0.6422764227642277,0.158,0.2536115569823435,79,356,44,421
bispectrum,pca_residual,Tx7,0.9,0.25684710812050676,0.516835,0.46,0.5686274509803921,0.116,0.1926910299003322,58,356,44,442
bispectrum,pca_residual,Tx8,0.9,0.25684710812050676,0.494255,0.4477777777777778,0.5164835164835165,0.094,0.15905245346869715,47,356,44,453
bispectrum,pca_residual,Tx5,0.95,0.27957529271548703,0.4783,0.4577777777777778,0.5857142857142857,0.082,0.14385964912280705,41,371,29,459
bispectrum,pca_residual,Tx6,0.95,0.27957529271548703,0.530585,0.4633333333333333,0.6133333333333333,0.092,0.16,46,371,29,454
bispectrum,pca_residual,Tx7,0.95,0.27957529271548703,0.516835,0.45222222222222225,0.5538461538461539,0.072,0.12743362831858407,36,371,29,464
bispectrum,pca_residual,Tx8,0.95,0.27957529271548703,0.494255,0.44666666666666666,0.5166666666666667,0.062,0.11071428571428572,31,371,29,469
bispectrum,pca_residual,Tx5,0.97,0.2986518549099864,0.4783,0.45555555555555555,0.625,0.05,0.09259259259259259,25,385,15,475
bispectrum,pca_residual,Tx6,0.97,0.2986518549099864,0.530585,0.4633333333333333,0.6808510638297872,0.064,0.11700182815356491,32,385,15,468
bispectrum,pca_residual,Tx7,0.97,0.2986518549099864,0.516835,0.45666666666666667,0.6341463414634146,0.052,0.09611829944547134,26,385,15,474
bispectrum,pca_residual,Tx8,0.97,0.2986518549099864,0.494255,0.4477777777777778,0.5454545454545454,0.036,0.06754221388367729,18,385,15,482
bispectrum,shrinkage_mahalanobis,Tx5,0.9,148.93598401321242,0.475665,0.4533333333333333,0.5263157894736842,0.16,0.24539877300613497,80,328,72,420
bispectrum,shrinkage_mahalanobis,Tx6,0.9,148.93598401321242,0.536105,0.4811111111111111,0.5932203389830508,0.21,0.310192023633678,105,328,72,395
bispectrum,shrinkage_mahalanobis,Tx7,0.9,148.93598401321242,0.538595,0.4955555555555556,0.6210526315789474,0.236,0.34202898550724636,118,328,72,382
bispectrum,shrinkage_mahalanobis,Tx8,0.9,148.93598401321242,0.504835,0.4477777777777778,0.5102040816326531,0.15,0.23183925811437403,75,328,72,425
bispectrum,shrinkage_mahalanobis,Tx5,0.95,165.1851294492482,0.475665,0.45,0.5308641975308642,0.086,0.14802065404475043,43,362,38,457
bispectrum,shrinkage_mahalanobis,Tx6,0.95,165.1851294492482,0.536105,0.4811111111111111,0.6513761467889908,0.142,0.23316912972085382,71,362,38,429
bispectrum,shrinkage_mahalanobis,Tx7,0.95,165.1851294492482,0.538595,0.48444444444444446,0.6607142857142857,0.148,0.24183006535947713,74,362,38,426
bispectrum,shrinkage_mahalanobis,Tx8,0.95,165.1851294492482,0.504835,0.44222222222222224,0.4864864864864865,0.072,0.12543554006968644,36,362,38,464
bispectrum,shrinkage_mahalanobis,Tx5,0.97,174.37246045455208,0.475665,0.44222222222222224,0.4827586206896552,0.056,0.1003584229390681,28,370,30,472
bispectrum,shrinkage_mahalanobis,Tx6,0.97,174.37246045455208,0.536105,0.47333333333333333,0.6511627906976745,0.112,0.19112627986348124,56,370,30,444
bispectrum,shrinkage_mahalanobis,Tx7,0.97,174.37246045455208,0.538595,0.4722222222222222,0.6470588235294118,0.11,0.18803418803418803,55,370,30,445
bispectrum,shrinkage_mahalanobis,Tx8,0.97,174.37246045455208,0.504835,0.44,0.4642857142857143,0.052,0.0935251798561151,26,370,30,474
