pair,method,tx,threshold_quantile,threshold,known_files,false_rejects,known_accepts,false_reject_rate,score_mean,score_p95
iq:fft,relation_zdist,Tx2,0.97,5.482439419300427,100,5,95,0.05,2.1163570719016156,5.395170495230318
iq:fft,relation_zdist,Tx3,0.97,5.482439419300427,100,5,95,0.05,1.1791645521196679,5.440284573132763
iq:fft,relation_zdist,Tx4,0.97,5.482439419300427,100,1,99,0.01,0.7277602242227756,2.2566103620047655
iq:fft,relation_pca_residual,Tx1,0.9,0.39545442255198354,100,10,90,0.1,0.22566204630169281,0.4555173955619112
iq:fft,relation_pca_residual,Tx2,0.9,0.39545442255198354,100,14,86,0.14,0.6572706582091751,1.2049660734184962
iq:fft,relation_pca_residual,Tx3,0.9,0.39545442255198354,100,11,89,0.11,0.2203980873212391,0.8862716484281165
iq:fft,relation_pca_residual,Tx4,0.9,0.39545442255198354,100,10,90,0.1,0.1707820692020662,0.4242584716204544
iq:fft,relation_pca_residual,Tx1,0.95,0.7317967080403935,100,4,96,0.04,0.22566204630169281,0.4555173955619112
iq:fft,relation_pca_residual,Tx2,0.95,0.7317967080403935,100,9,91,0.09,0.6572706582091751,1.2049660734184962
iq:fft,relation_pca_residual,Tx3,0.95,0.7317967080403935,100,7,93,0.07,0.2203980873212391,0.8862716484281165
iq:fft,relation_pca_residual,Tx4,0.95,0.7317967080403935,100,2,98,0.02,0.1707820692020662,0.4242584716204544
iq:fft,relation_pca_residual,Tx1,0.97,0.9600496904627724,100,3,97,0.03,0.22566204630169281,0.4555173955619112
iq:fft,relation_pca_residual,Tx2,0.97,0.9600496904627724,100,8,92,0.08,0.6572706582091751,1.2049660734184962
