pair,method,tx,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
iq:stft,relation_pca_residual,Tx3,0.97,0.8587868667117514,0.44092,0.22333333333333333,0.8148148148148148,0.088,0.1588447653429603,44,90,10,456
iq:stft,relation_pca_residual,Tx4,0.97,0.8587868667117514,0.48322,0.225,0.8181818181818182,0.09,0.16216216216216217,45,90,10,455
iq:stft,relation_pca_residual,Tx5,0.97,0.8587868667117514,0.44722,0.215,0.7959183673469388,0.078,0.14207650273224043,39,90,10,461
iq:stft,relation_pca_residual,Tx6,0.97,0.8587868667117514,0.44666,0.22666666666666666,0.8214285714285714,0.092,0.16546762589928057,46,90,10,454
iq:stft,relation_pca_residual,Tx7,0.97,0.8587868667117514,0.44058,0.21833333333333332,0.803921568627451,0.082,0.14882032667876588,41,90,10,459
iq:stft,relation_pca_residual,Tx8,0.97,0.8587868667117514,0.42174,0.185,0.6774193548387096,0.042,0.07909604519774012,21,90,10,479
iq:stft,relation_shrinkage_mahalanobis,Tx2,0.9,64.59875194214567,0.4522,0.27,0.8297872340425532,0.156,0.26262626262626265,78,84,16,422
iq:stft,relation_shrinkage_mahalanobis,Tx3,0.9,64.59875194214567,0.48064,0.2733333333333333,0.8333333333333334,0.16,0.2684563758389262,80,84,16,420
iq:stft,relation_shrinkage_mahalanobis,Tx4,0.9,64.59875194214567,0.51008,0.27,0.8297872340425532,0.156,0.26262626262626265,78,84,16,422
iq:stft,relation_shrinkage_mahalanobis,Tx5,0.9,64.59875194214567,0.4752,0.2683333333333333,0.8279569892473119,0.154,0.25969645868465424,77,84,16,423
iq:stft,relation_shrinkage_mahalanobis,Tx6,0.9,64.59875194214567,0.47544,0.275,0.8350515463917526,0.162,0.27135678391959794,81,84,16,419
iq:stft,relation_shrinkage_mahalanobis,Tx7,0.9,64.59875194214567,0.46996,0.2633333333333333,0.8222222222222222,0.148,0.25084745762711863,74,84,16,426
iq:stft,relation_shrinkage_mahalanobis,Tx8,0.9,64.59875194214567,0.45876,0.22333333333333333,0.7575757575757576,0.1,0.17667844522968199,50,84,16,450
iq:stft,relation_shrinkage_mahalanobis,Tx2,0.95,93.5719772397208,0.4522,0.24,0.8235294117647058,0.112,0.19718309859154928,56,88,12,444
iq:stft,relation_shrinkage_mahalanobis,Tx3,0.95,93.5719772397208,0.48064,0.245,0.8309859154929577,0.118,0.2066549912434326,59,88,12,441
iq:stft,relation_shrinkage_mahalanobis,Tx4,0.95,93.5719772397208,0.51008,0.24166666666666667,0.8260869565217391,0.114,0.20035149384885764,57,88,12,443
iq:stft,relation_shrinkage_mahalanobis,Tx5,0.95,93.5719772397208,0.4752,0.22333333333333333,0.7931034482758621,0.092,0.16487455197132617,46,88,12,454
iq:stft,relation_shrinkage_mahalanobis,Tx6,0.95,93.5719772397208,0.47544,0.23,0.8064516129032258,0.1,0.17793594306049823,50,88,12,450
iq:stft,relation_shrinkage_mahalanobis,Tx7,0.95,93.5719772397208,0.46996,0.22833333333333333,0.8032786885245902,0.098,0.17468805704099824,49,88,12,451
