pair,method,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
iq:cepstral,relation_pca_residual,0.95,0.6349812384077802,0.46736,0.17888888888888888,0.9771929824561404,0.15914285714285714,0.2737100737100737,557,87,13,2943
iq:cepstral,relation_pca_residual,0.97,0.734465154757911,0.46736,0.16194444444444445,0.9782178217821782,0.14114285714285715,0.24669163545568037,494,89,11,3006
iq:cepstral,relation_shrinkage_mahalanobis,0.9,70.53634908919153,0.4866142857142857,0.19916666666666666,0.9768160741885626,0.18057142857142858,0.3047986496262359,632,85,15,2868
iq:cepstral,relation_shrinkage_mahalanobis,0.95,99.84591877028917,0.4866142857142857,0.1638888888888889,0.9766536964980544,0.14342857142857143,0.2501245640259094,502,88,12,2998
iq:cepstral,relation_shrinkage_mahalanobis,0.97,119.00337598013628,0.4866142857142857,0.14722222222222223,0.9756637168141593,0.126,0.22317813765182185,441,89,11,3059
iq:cyclo,relation_zdist,0.9,2.002809893805134,0.45511142857142856,0.19527777777777777,0.9839486356340289,0.17514285714285716,0.29735629396070823,613,90,10,2887
iq:cyclo,relation_zdist,0.95,3.0830464592763946,0.45511142857142856,0.16527777777777777,0.9843444227005871,0.1437142857142857,0.2508102717526801,503,92,8,2997
iq:cyclo,relation_zdist,0.97,4.163060936430192,0.45511142857142856,0.14444444444444443,0.9838709677419355,0.122,0.21708185053380785,427,93,7,3073
iq:cyclo,relation_pca_residual,0.9,0.30782038945061085,0.4564057142857143,0.23666666666666666,0.9747474747474747,0.22057142857142858,0.3597390493942218,772,80,20,2728
iq:cyclo,relation_pca_residual,0.95,0.4636103160684118,0.4564057142857143,0.1897222222222222,0.9786535303776683,0.1702857142857143,0.2900949136042833,596,87,13,2904
iq:cyclo,relation_pca_residual,0.97,0.6385674656966498,0.4564057142857143,0.16583333333333333,0.9825242718446602,0.14457142857142857,0.2520547945205479,506,91,9,2994
iq:cyclo,relation_shrinkage_mahalanobis,0.9,62.497039047324165,0.47258285714285714,0.21166666666666667,0.9783236994219653,0.19342857142857142,0.32299618320610685,677,85,15,2823
iq:cyclo,relation_shrinkage_mahalanobis,0.95,97.15513692791318,0.47258285714285714,0.17416666666666666,0.9834862385321101,0.15314285714285714,0.2650185414091471,536,91,9,2964
iq:cyclo,relation_shrinkage_mahalanobis,0.97,125.0412912637758,0.47258285714285714,0.16194444444444445,0.9859154929577465,0.14,0.24518388791593693,490,93,7,3010
iq:hos,relation_zdist,0.9,1.8756171628484728,0.49207428571428574,0.1725,0.9727767695099818,0.15314285714285714,0.2646260182670945,536,85,15,2964
iq:hos,relation_zdist,0.95,3.378706017636429,0.49207428571428574,0.12611111111111112,0.9783783783783784,0.10342857142857143,0.18708010335917313,362,92,8,3138
iq:hos,relation_zdist,0.97,6.258668554927455,0.49207428571428574,0.08333333333333333,0.9716981132075472,0.05885714285714286,0.11099137931034483,206,94,6,3294
iq:hos,relation_pca_residual,0.9,0.31219311340297146,0.5785342857142857,0.22055555555555556,0.9689189189189189,0.20485714285714285,0.33820754716981133,717,77,23,2783
iq:hos,relation_pca_residual,0.95,0.5694096534292699,0.5785342857142857,0.15222222222222223,0.9686192468619247,0.13228571428571428,0.23278029160382102,463,85,15,3037
