pair,method,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
stft:cepstral,relation_shrinkage_mahalanobis,0.9,55.395286736831025,0.5243971428571429,0.20305555555555554,0.9802130898021308,0.184,0.3098388260764975,644,87,13,2856
stft:cepstral,relation_shrinkage_mahalanobis,0.95,77.44824423643969,0.5243971428571429,0.12527777777777777,0.9730458221024259,0.10314285714285715,0.18651511237406354,361,90,10,3139
stft:cepstral,relation_shrinkage_mahalanobis,0.97,95.23527719874954,0.5243971428571429,0.09333333333333334,0.972,0.06942857142857142,0.1296,243,93,7,3257
stft:cyclo,relation_zdist,0.9,1.9750862437039118,0.5143771428571429,0.17444444444444446,0.9731182795698925,0.15514285714285714,0.26761951700344994,543,85,15,2957
stft:cyclo,relation_zdist,0.95,2.6715197830917403,0.5143771428571429,0.13333333333333333,0.9773869346733668,0.11114285714285714,0.19958953309389427,389,91,9,3111
stft:cyclo,relation_zdist,0.97,3.158100682702964,0.5143771428571429,0.11638888888888889,0.9761194029850746,0.09342857142857143,0.17053455019556715,327,92,8,3173
stft:cyclo,relation_pca_residual,0.9,0.38451192880513907,0.5087314285714286,0.22194444444444444,0.97165991902834,0.2057142857142857,0.33954256071681205,720,79,21,2780
stft:cyclo,relation_pca_residual,0.95,0.5545559275381532,0.5087314285714286,0.15361111111111111,0.9728601252609603,0.13314285714285715,0.2342297059562704,466,87,13,3034
stft:cyclo,relation_pca_residual,0.97,0.7577827972091135,0.5087314285714286,0.11055555555555556,0.9745222929936306,0.08742857142857142,0.16046145778710014,306,92,8,3194
stft:cyclo,relation_shrinkage_mahalanobis,0.9,59.89662618431605,0.51206,0.19694444444444445,0.973561430793157,0.17885714285714285,0.3021964759835868,626,83,17,2874
stft:cyclo,relation_shrinkage_mahalanobis,0.95,80.74473460190741,0.51206,0.14527777777777778,0.9774266365688488,0.12371428571428572,0.21962972356074054,433,90,10,3067
stft:cyclo,relation_shrinkage_mahalanobis,0.97,84.88045891011205,0.51206,0.1375,0.9759036144578314,0.11571428571428571,0.2068965517241379,405,90,10,3095
stft:hos,relation_zdist,0.9,1.9967733818501203,0.47719142857142854,0.15361111111111111,0.9650924024640657,0.13428571428571429,0.23576624028091298,470,83,17,3030
stft:hos,relation_zdist,0.95,2.8656689364811623,0.47719142857142854,0.105,0.9664429530201343,0.08228571428571428,0.15165876777251183,288,90,10,3212
stft:hos,relation_zdist,0.97,3.6891924577183834,0.47719142857142854,0.07833333333333334,0.9642857142857143,0.054,0.10227272727272728,189,93,7,3311
stft:hos,relation_pca_residual,0.9,0.398659060963573,0.4606828571428571,0.20777777777777778,0.9641833810888252,0.19228571428571428,0.3206288708909005,673,75,25,2827
stft:hos,relation_pca_residual,0.95,0.5547078299794933,0.4606828571428571,0.13972222222222222,0.9632183908045977,0.11971428571428572,0.21296060991105464,419,84,16,3081
stft:hos,relation_pca_residual,0.97,0.7945388290463204,0.4606828571428571,0.09555555555555556,0.9552238805970149,0.07314285714285715,0.1358811040339703,256,88,12,3244
stft:hos,relation_shrinkage_mahalanobis,0.9,55.821150471997264,0.48794,0.18166666666666667,0.9694915254237289,0.16342857142857142,0.27970660146699267,572,82,18,2928
stft:hos,relation_shrinkage_mahalanobis,0.95,88.312677880536,0.48794,0.11222222222222222,0.9606060606060606,0.09057142857142857,0.16553524804177544,317,87,13,3183
stft:hos,relation_shrinkage_mahalanobis,0.97,107.84259533361902,0.48794,0.09194444444444444,0.963855421686747,0.06857142857142857,0.12803414243798347,240,91,9,3260
stft:bispectrum,relation_zdist,0.9,1.8769286953449922,0.5055857142857143,0.1811111111111111,0.9758620689655172,0.16171428571428573,0.2774509803921568,566,86,14,2934
stft:bispectrum,relation_zdist,0.95,2.563322087046368,0.5055857142857143,0.11055555555555556,0.9806451612903225,0.08685714285714285,0.15958005249343832,304,94,6,3196
stft:bispectrum,relation_zdist,0.97,3.1572461591409993,0.5055857142857143,0.07611111111111112,0.978021978021978,0.05085714285714286,0.09668658337859859,178,96,4,3322
stft:bispectrum,relation_pca_residual,0.9,0.3247003161724996,0.52408,0.1786111111111111,0.9788359788359788,0.15857142857142856,0.2729284484878288,555,88,12,2945
stft:bispectrum,relation_pca_residual,0.95,0.4537866311243417,0.52408,0.10944444444444444,0.9741935483870968,0.08628571428571429,0.15853018372703415,302,92,8,3198
stft:bispectrum,relation_pca_residual,0.97,0.5665248748144901,0.52408,0.08,0.9747474747474747,0.055142857142857146,0.10438074634937805,193,95,5,3307
stft:bispectrum,relation_shrinkage_mahalanobis,0.9,53.82912437455335,0.5156457142857143,0.20305555555555554,0.975867269984917,0.18485714285714286,0.31083353350948834,647,84,16,2853
stft:bispectrum,relation_shrinkage_mahalanobis,0.95,68.98927609091746,0.5156457142857143,0.13444444444444445,0.9776119402985075,0.11228571428571428,0.20143516145566376,393,91,9,3107
stft:bispectrum,relation_shrinkage_mahalanobis,0.97,79.72584935125121,0.5156457142857143,0.10472222222222222,0.9792387543252595,0.08085714285714286,0.14937978358405912,283,94,6,3217
cepstral:cyclo,relation_zdist,0.9,2.0379630498138526,0.52882,0.18888888888888888,0.9801324503311258,0.16914285714285715,0.28849902534113064,592,88,12,2908
cepstral:cyclo,relation_zdist,0.95,2.8607579941080012,0.52882,0.14555555555555555,0.9796380090497737,0.12371428571428572,0.21968543886352104,433,91,9,3067
cepstral:cyclo,relation_zdist,0.97,3.3473120761683304,0.52882,0.1313888888888889,0.9819121447028424,0.10857142857142857,0.19552354000514535,380,93,7,3120
cepstral:cyclo,relation_pca_residual,0.9,0.29604133467187155,0.5581971428571428,0.22555555555555556,0.9797843665768194,0.2077142857142857,0.34276284771334276,727,85,15,2773
cepstral:cyclo,relation_pca_residual,0.95,0.41501341656787805,0.5581971428571428,0.17083333333333334,0.9813084112149533,0.15,0.26022304832713755,525,90,10,2975
cepstral:cyclo,relation_pca_residual,0.97,0.5719782602519914,0.5581971428571428,0.13777777777777778,0.9805825242718447,0.11542857142857142,0.2065439672801636,404,92,8,3096
cepstral:cyclo,relation_shrinkage_mahalanobis,0.9,59.089308062217334,0.5237085714285714,0.21138888888888888,0.9810771470160117,0.19257142857142856,0.32194888941963223,674,87,13,2826
cepstral:cyclo,relation_shrinkage_mahalanobis,0.95,81.17543817019941,0.5237085714285714,0.16333333333333333,0.9822134387351779,0.142,0.24812780828756864,497,91,9,3003
cepstral:cyclo,relation_shrinkage_mahalanobis,0.97,94.85816506563562,0.5237085714285714,0.1436111111111111,0.9815242494226328,0.12142857142857143,0.21612001017035343,425,92,8,3075
cepstral:hos,relation_zdist,0.9,1.8273151558838727,0.5193571428571429,0.1738888888888889,0.9713261648745519,0.15485714285714286,0.26712666338097585,542,84,16,2958
cepstral:hos,relation_zdist,0.95,2.90650816166343,0.5193571428571429,0.12555555555555556,0.9705882352941176,0.10371428571428572,0.18740320082601963,363,89,11,3137
cepstral:hos,relation_zdist,0.97,4.623792625729599,0.5193571428571429,0.08444444444444445,0.9766355140186916,0.05971428571428571,0.11254711900915455,209,95,5,3291
cepstral:hos,relation_pca_residual,0.9,0.3580555930117698,0.48936,0.20194444444444445,0.9714285714285714,0.18457142857142858,0.31020408163265306,646,81,19,2854
cepstral:hos,relation_pca_residual,0.95,0.5221579086584902,0.48936,0.15805555555555556,0.9737373737373738,0.1377142857142857,0.24130162703379227,482,87,13,3018
cepstral:hos,relation_pca_residual,0.97,0.680639169551158,0.48936,0.1288888888888889,0.9715025906735751,0.10714285714285714,0.1930005146680391,375,89,11,3125
cepstral:hos,relation_shrinkage_mahalanobis,0.9,56.236941526974846,0.5134857142857143,0.19527777777777777,0.9703588143525741,0.1777142857142857,0.3004105288577638,622,81,19,2878
cepstral:hos,relation_shrinkage_mahalanobis,0.95,84.72331210069865,0.5134857142857143,0.15138888888888888,0.9744136460554371,0.13057142857142856,0.23028470647518265,457,88,12,3043
cepstral:hos,relation_shrinkage_mahalanobis,0.97,144.47910533892826,0.5134857142857143,0.1,0.9779411764705882,0.076,0.14103923647932132,266,94,6,3234
cepstral:bispectrum,relation_zdist,0.9,1.903630303959538,0.56182,0.18777777777777777,0.9832214765100671,0.16742857142857143,0.28613281249999994,586,90,10,2914
cepstral:bispectrum,relation_zdist,0.95,2.4232037647666993,0.56182,0.12611111111111112,0.9809782608695652,0.10314285714285715,0.18665977249224405,361,93,7,3139
cepstral:bispectrum,relation_zdist,0.97,2.7296705545774023,0.56182,0.10472222222222222,0.9792387543252595,0.08085714285714286,0.14937978358405912,283,94,6,3217
cepstral:bispectrum,relation_pca_residual,0.9,0.4299007145127008,0.6119485714285714,0.25055555555555553,0.9890243902439024,0.2317142857142857,0.37546296296296294,811,91,9,2689
cepstral:bispectrum,relation_pca_residual,0.95,0.5676557648619301,0.6119485714285714,0.1675,0.9941060903732809,0.14457142857142857,0.2524320279371415,506,97,3,2994
cepstral:bispectrum,relation_pca_residual,0.97,0.6738899353931163,0.6119485714285714,0.13194444444444445,0.9947229551451188,0.10771428571428572,0.19437999484403198,377,98,2,3123
cepstral:bispectrum,relation_shrinkage_mahalanobis,0.9,54.09666820028808,0.5822314285714286,0.26,0.986046511627907,0.2422857142857143,0.3889908256880734,848,88,12,2652
cepstral:bispectrum,relation_shrinkage_mahalanobis,0.95,69.58065978861357,0.5822314285714286,0.1738888888888889,0.987037037037037,0.15228571428571427,0.2638613861386139,533,93,7,2967
cepstral:bispectrum,relation_shrinkage_mahalanobis,0.97,81.42420810566412,0.5822314285714286,0.13527777777777777,0.9898734177215189,0.11171428571428571,0.20077021822849808,391,96,4,3109
cyclo:hos,relation_zdist,0.9,1.691882825280563,0.5075971428571429,0.1825,0.9744463373083475,0.16342857142857142,0.27991191583068264,572,85,15,2928
cyclo:hos,relation_zdist,0.95,2.8185242160938255,0.5075971428571429,0.1438888888888889,0.9815668202764977,0.12171428571428572,0.21657346212506354,426,92,8,3074
cyclo:hos,relation_zdist,0.97,5.187551422323703,0.5075971428571429,0.1125,0.9810725552050473,0.08885714285714286,0.16295520041917738,311,94,6,3189
cyclo:hos,relation_pca_residual,0.9,0.28729385155555115,0.5418342857142857,0.22583333333333333,0.9709379128137384,0.21,0.3453136011275546,735,78,22,2765
cyclo:hos,relation_pca_residual,0.95,0.4366885442914159,0.5418342857142857,0.17833333333333334,0.977112676056338,0.15857142857142856,0.27286135693215335,555,87,13,2945
cyclo:hos,relation_pca_residual,0.97,0.5431441626456894,0.5418342857142857,0.15555555555555556,0.9752066115702479,0.13485714285714287,0.23694779116465867,472,88,12,3028
cyclo:hos,relation_shrinkage_mahalanobis,0.9,55.858214670229124,0.5165485714285715,0.2025,0.9743589743589743,0.18457142857142858,0.310353110737449,646,83,17,2854
cyclo:hos,relation_shrinkage_mahalanobis,0.95,91.26583297300988,0.5165485714285715,0.15694444444444444,0.9774127310061602,0.136,0.23877602207173312,476,89,11,3024
cyclo:hos,relation_shrinkage_mahalanobis,0.97,150.96986592812215,0.5165485714285715,0.12305555555555556,0.9777158774373259,0.10028571428571428,0.18191241254210935,351,92,8,3149
cyclo:bispectrum,relation_zdist,0.9,1.7082290253548922,0.5286228571428572,0.22,0.9752747252747253,0.20285714285714285,0.33585619678334905,710,82,18,2790
cyclo:bispectrum,relation_zdist,0.95,2.2912271408997458,0.5286228571428572,0.16277777777777777,0.9783464566929134,0.142,0.24800399201596807,497,89,11,3003
cyclo:bispectrum,relation_zdist,0.97,3.1862444803788814,0.5286228571428572,0.11555555555555555,0.9759036144578314,0.09257142857142857,0.16910229645093944,324,92,8,3176
cyclo:bispectrum,relation_pca_residual,0.9,0.4616429679939069,0.55026,0.2288888888888889,0.9750656167979003,0.21228571428571427,0.348662599718442,743,81,19,2757
cyclo:bispectrum,relation_pca_residual,0.95,0.6103694964134414,0.55026,0.16805555555555557,0.9791271347248577,0.14742857142857144,0.2562701763099081,516,89,11,2984
cyclo:bispectrum,relation_pca_residual,0.97,0.7124506351607827,0.55026,0.14444444444444443,0.981651376146789,0.12228571428571429,0.21747967479674798,428,92,8,3072
cyclo:bispectrum,relation_shrinkage_mahalanobis,0.9,56.21944410106442,0.5362828571428572,0.2361111111111111,0.9734848484848485,0.22028571428571428,0.35927306616961785,771,79,21,2729
cyclo:bispectrum,relation_shrinkage_mahalanobis,0.95,72.4462979492274,0.5362828571428572,0.18305555555555555,0.9827288428324698,0.16257142857142856,0.2789899485167933,569,90,10,2931
cyclo:bispectrum,relation_shrinkage_mahalanobis,0.97,85.12927208733397,0.5362828571428572,0.15222222222222223,0.98068669527897,0.13057142857142856,0.2304589006555723,457,91,9,3043
hos:bispectrum,relation_zdist,0.9,1.8078681917312283,0.5237457142857143,0.1938888888888889,0.9671875,0.17685714285714285,0.2990338164251208,619,79,21,2881
hos:bispectrum,relation_zdist,0.95,2.5520070613585792,0.5237457142857143,0.1297222222222222,0.9645569620253165,0.10885714285714286,0.19563543003851094,381,86,14,3119
hos:bispectrum,relation_zdist,0.97,4.011999376438543,0.5237457142857143,0.07222222222222222,0.9651162790697675,0.04742857142857143,0.09041394335511983,166,94,6,3334
hos:bispectrum,relation_pca_residual,0.9,0.37930229525595927,0.5075085714285714,0.21944444444444444,0.9662162162162162,0.2042857142857143,0.3372641509433963,715,75,25,2785
hos:bispectrum,relation_pca_residual,0.95,0.4994092980238075,0.5075085714285714,0.16666666666666666,0.9734848484848485,0.14685714285714285,0.2552135054617676,514,86,14,2986
hos:bispectrum,relation_pca_residual,0.97,0.6337614339809491,0.5075085714285714,0.1288888888888889,0.9715025906735751,0.10714285714285714,0.1930005146680391,375,89,11,3125
hos:bispectrum,relation_shrinkage_mahalanobis,0.9,54.71925986578741,0.5258885714285715,0.22111111111111112,0.967741935483871,0.2057142857142857,0.3393025447690857,720,76,24,2780
hos:bispectrum,relation_shrinkage_mahalanobis,0.95,80.85450911200157,0.5258885714285715,0.14666666666666667,0.9692982456140351,0.12628571428571428,0.22345803842264914,442,86,14,3058
hos:bispectrum,relation_shrinkage_mahalanobis,0.97,107.76215665770478,0.5258885714285715,0.10166666666666667,0.9586206896551724,0.07942857142857143,0.1467018469656992,278,88,12,3222
