representation,method,tx,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
stft,zdist,Tx2,0.95,2.4277337971311836,0.47618,0.21,0.8421052631578947,0.064,0.11895910780669144,32,94,6,468
stft,zdist,Tx3,0.95,2.4277337971311836,0.47152,0.20833333333333334,0.8378378378378378,0.062,0.11545623836126631,31,94,6,469
stft,zdist,Tx4,0.95,2.4277337971311836,0.51462,0.22666666666666666,0.875,0.084,0.15328467153284675,42,94,6,458
stft,zdist,Tx5,0.95,2.4277337971311836,0.47628,0.20333333333333334,0.8235294117647058,0.056,0.1048689138576779,28,94,6,472
stft,zdist,Tx6,0.95,2.4277337971311836,0.48916,0.21166666666666667,0.8461538461538461,0.066,0.12244897959183676,33,94,6,467
stft,zdist,Tx7,0.95,2.4277337971311836,0.45956,0.20333333333333334,0.8235294117647058,0.056,0.1048689138576779,28,94,6,472
stft,zdist,Tx8,0.95,2.4277337971311836,0.48312,0.20333333333333334,0.8235294117647058,0.056,0.1048689138576779,28,94,6,472
stft,zdist,Tx2,0.97,2.6359309788939895,0.47618,0.19333333333333333,0.8076923076923077,0.042,0.07984790874524715,21,95,5,479
stft,zdist,Tx3,0.97,2.6359309788939895,0.47152,0.205,0.8484848484848485,0.056,0.10506566604127579,28,95,5,472
stft,zdist,Tx4,0.97,2.6359309788939895,0.51462,0.22,0.8809523809523809,0.074,0.13653136531365315,37,95,5,463
stft,zdist,Tx5,0.97,2.6359309788939895,0.47628,0.195,0.8148148148148148,0.044,0.08349146110056925,22,95,5,478
stft,zdist,Tx6,0.97,2.6359309788939895,0.48916,0.19166666666666668,0.8,0.04,0.07619047619047618,20,95,5,480
stft,zdist,Tx7,0.97,2.6359309788939895,0.45956,0.19666666666666666,0.8214285714285714,0.046,0.08712121212121211,23,95,5,477
stft,zdist,Tx8,0.97,2.6359309788939895,0.48312,0.19166666666666668,0.8,0.04,0.07619047619047618,20,95,5,480
stft,pca_residual,Tx2,0.9,0.20928780206903136,0.48916,0.265,0.8470588235294118,0.144,0.24615384615384614,72,87,13,428
stft,pca_residual,Tx3,0.9,0.20928780206903136,0.49346,0.2833333333333333,0.8645833333333334,0.166,0.2785234899328859,83,87,13,417
stft,pca_residual,Tx4,0.9,0.20928780206903136,0.62158,0.40166666666666667,0.9221556886227545,0.308,0.4617691154422789,154,87,13,346
stft,pca_residual,Tx5,0.9,0.20928780206903136,0.50472,0.2816666666666667,0.8631578947368421,0.164,0.27563025210084036,82,87,13,418
stft,pca_residual,Tx6,0.9,0.20928780206903136,0.52306,0.27166666666666667,0.8539325842696629,0.152,0.25806451612903225,76,87,13,424
stft,pca_residual,Tx7,0.9,0.20928780206903136,0.50366,0.2683333333333333,0.8505747126436781,0.148,0.252129471890971,74,87,13,426
stft,pca_residual,Tx8,0.9,0.20928780206903136,0.51914,0.25666666666666665,0.8375,0.134,0.2310344827586207,67,87,13,433
stft,pca_residual,Tx2,0.95,0.2540629906727557,0.48916,0.22,0.8333333333333334,0.08,0.145985401459854,40,92,8,460
stft,pca_residual,Tx3,0.95,0.2540629906727557,0.49346,0.24,0.8666666666666667,0.104,0.1857142857142857,52,92,8,448
stft,pca_residual,Tx4,0.95,0.2540629906727557,0.62158,0.34,0.9333333333333333,0.224,0.3612903225806452,112,92,8,388
stft,pca_residual,Tx5,0.95,0.2540629906727557,0.50472,0.235,0.8596491228070176,0.098,0.17594254937163376,49,92,8,451
stft,pca_residual,Tx6,0.95,0.2540629906727557,0.52306,0.23166666666666666,0.8545454545454545,0.094,0.16936936936936936,47,92,8,453
stft,pca_residual,Tx7,0.95,0.2540629906727557,0.50366,0.24,0.8666666666666667,0.104,0.1857142857142857,52,92,8,448
stft,pca_residual,Tx8,0.95,0.2540629906727557,0.51914,0.225,0.8431372549019608,0.086,0.1560798548094374,43,92,8,457
stft,pca_residual,Tx2,0.97,0.31477210095821034,0.48916,0.195,0.84,0.042,0.08,21,96,4,479
stft,pca_residual,Tx3,0.97,0.31477210095821034,0.49346,0.19166666666666668,0.8260869565217391,0.038,0.07265774378585087,19,96,4,481
stft,pca_residual,Tx4,0.97,0.31477210095821034,0.62158,0.28833333333333333,0.9506172839506173,0.154,0.26506024096385544,77,96,4,423
stft,pca_residual,Tx5,0.97,0.31477210095821034,0.50472,0.21,0.8823529411764706,0.06,0.11235955056179775,30,96,4,470
stft,pca_residual,Tx6,0.97,0.31477210095821034,0.52306,0.205,0.8709677419354839,0.054,0.10169491525423728,27,96,4,473
stft,pca_residual,Tx7,0.97,0.31477210095821034,0.50366,0.21,0.8823529411764706,0.06,0.11235955056179775,30,96,4,470
stft,pca_residual,Tx8,0.97,0.31477210095821034,0.51914,0.18333333333333332,0.7777777777777778,0.028,0.05405405405405405,14,96,4,486
stft,shrinkage_mahalanobis,Tx2,0.9,174.19046834095926,0.48062,0.37166666666666665,0.8288770053475936,0.31,0.4512372634643377,155,68,32,345
stft,shrinkage_mahalanobis,Tx3,0.9,174.19046834095926,0.49372,0.38333333333333336,0.8350515463917526,0.324,0.4668587896253602,162,68,32,338
stft,shrinkage_mahalanobis,Tx4,0.9,174.19046834095926,0.60034,0.5066666666666667,0.8805970149253731,0.472,0.6145833333333333,236,68,32,264
stft,shrinkage_mahalanobis,Tx5,0.9,174.19046834095926,0.50046,0.39666666666666667,0.8415841584158416,0.34,0.4843304843304844,170,68,32,330
stft,shrinkage_mahalanobis,Tx6,0.9,174.19046834095926,0.50638,0.3933333333333333,0.84,0.336,0.48000000000000004,168,68,32,332
stft,shrinkage_mahalanobis,Tx7,0.9,174.19046834095926,0.49762,0.38,0.8333333333333334,0.32,0.4624277456647399,160,68,32,340
stft,shrinkage_mahalanobis,Tx8,0.9,174.19046834095926,0.54558,0.43666666666666665,0.8584070796460177,0.388,0.5344352617079889,194,68,32,306
stft,shrinkage_mahalanobis,Tx2,0.95,190.26689990131976,0.48062,0.3383333333333333,0.8366013071895425,0.256,0.3920367534456356,128,75,25,372
stft,shrinkage_mahalanobis,Tx3,0.95,190.26689990131976,0.49372,0.36,0.8493975903614458,0.282,0.42342342342342343,141,75,25,359
stft,shrinkage_mahalanobis,Tx4,0.95,190.26689990131976,0.60034,0.4866666666666667,0.8966942148760331,0.434,0.5849056603773586,217,75,25,283
stft,shrinkage_mahalanobis,Tx5,0.95,190.26689990131976,0.50046,0.37166666666666665,0.8554913294797688,0.296,0.4398216939078752,148,75,25,352
stft,shrinkage_mahalanobis,Tx6,0.95,190.26689990131976,0.50638,0.3616666666666667,0.8502994011976048,0.284,0.4257871064467766,142,75,25,358
stft,shrinkage_mahalanobis,Tx7,0.95,190.26689990131976,0.49762,0.3433333333333333,0.8397435897435898,0.262,0.399390243902439,131,75,25,369
stft,shrinkage_mahalanobis,Tx8,0.95,190.26689990131976,0.54558,0.395,0.8663101604278075,0.324,0.47161572052401746,162,75,25,338
stft,shrinkage_mahalanobis,Tx2,0.97,214.0240720725628,0.48062,0.31,0.8524590163934426,0.208,0.33440514469453375,104,82,18,396
stft,shrinkage_mahalanobis,Tx3,0.97,214.0240720725628,0.49372,0.31333333333333335,0.8548387096774194,0.212,0.3397435897435897,106,82,18,394
stft,shrinkage_mahalanobis,Tx4,0.97,214.0240720725628,0.60034,0.4533333333333333,0.9134615384615384,0.38,0.5367231638418078,190,82,18,310
stft,shrinkage_mahalanobis,Tx5,0.97,214.0240720725628,0.50046,0.3233333333333333,0.8615384615384616,0.224,0.35555555555555557,112,82,18,388
stft,shrinkage_mahalanobis,Tx6,0.97,214.0240720725628,0.50638,0.325,0.8625954198473282,0.226,0.3581616481774961,113,82,18,387
stft,shrinkage_mahalanobis,Tx7,0.97,214.0240720725628,0.49762,0.3,0.8448275862068966,0.196,0.31818181818181823,98,82,18,402
stft,shrinkage_mahalanobis,Tx8,0.97,214.0240720725628,0.54558,0.3333333333333333,0.8676470588235294,0.236,0.3710691823899371,118,82,18,382
cepstral,zdist,Tx2,0.9,1.987391352869716,0.4929,0.24833333333333332,0.8181818181818182,0.126,0.21837088388214904,63,86,14,437
cepstral,zdist,Tx3,0.9,1.987391352869716,0.5182,0.265,0.8390804597701149,0.146,0.24872231686541738,73,86,14,427
cepstral,zdist,Tx4,0.9,1.987391352869716,0.55452,0.25833333333333336,0.8313253012048193,0.138,0.23670668953687823,69,86,14,431
cepstral,zdist,Tx5,0.9,1.987391352869716,0.52806,0.24833333333333332,0.8181818181818182,0.126,0.21837088388214904,63,86,14,437
cepstral,zdist,Tx6,0.9,1.987391352869716,0.54122,0.265,0.8390804597701149,0.146,0.24872231686541738,73,86,14,427
cepstral,zdist,Tx7,0.9,1.987391352869716,0.49642,0.25666666666666665,0.8292682926829268,0.136,0.23367697594501718,68,86,14,432
cepstral,zdist,Tx8,0.9,1.987391352869716,0.52914,0.195,0.6888888888888889,0.062,0.11376146788990825,31,86,14,469
cepstral,zdist,Tx2,0.95,3.0905001233763336,0.4929,0.23166666666666666,0.8545454545454545,0.094,0.16936936936936936,47,92,8,453
cepstral,zdist,Tx3,0.95,3.0905001233763336,0.5182,0.23666666666666666,0.8620689655172413,0.1,0.1792114695340502,50,92,8,450
cepstral,zdist,Tx4,0.95,3.0905001233763336,0.55452,0.215,0.8222222222222222,0.074,0.13577981651376148,37,92,8,463
cepstral,zdist,Tx5,0.95,3.0905001233763336,0.52806,0.225,0.8431372549019608,0.086,0.1560798548094374,43,92,8,457
cepstral,zdist,Tx6,0.95,3.0905001233763336,0.54122,0.22833333333333333,0.8490566037735849,0.09,0.162748643761302,45,92,8,455
cepstral,zdist,Tx7,0.95,3.0905001233763336,0.49642,0.23,0.8518518518518519,0.092,0.16606498194945848,46,92,8,454
cepstral,zdist,Tx8,0.95,3.0905001233763336,0.52914,0.16166666666666665,0.38461538461538464,0.01,0.01949317738791423,5,92,8,495
cepstral,zdist,Tx2,0.97,3.74694726767721,0.4929,0.22833333333333333,0.9302325581395349,0.08,0.14732965009208104,40,97,3,460
cepstral,zdist,Tx3,0.97,3.74694726767721,0.5182,0.23,0.9318181818181818,0.082,0.15073529411764708,41,97,3,459
cepstral,zdist,Tx4,0.97,3.74694726767721,0.55452,0.195,0.8695652173913043,0.04,0.07648183556405354,20,97,3,480
cepstral,zdist,Tx5,0.97,3.74694726767721,0.52806,0.21666666666666667,0.9166666666666666,0.066,0.12313432835820896,33,97,3,467
cepstral,zdist,Tx6,0.97,3.74694726767721,0.54122,0.22,0.9210526315789473,0.07,0.13011152416356878,35,97,3,465
cepstral,zdist,Tx7,0.97,3.74694726767721,0.49642,0.23,0.9318181818181818,0.082,0.15073529411764708,41,97,3,459
cepstral,zdist,Tx8,0.97,3.74694726767721,0.52914,0.16333333333333333,0.25,0.002,0.003968253968253968,1,97,3,499
cepstral,pca_residual,Tx2,0.9,0.20056301095761062,0.54288,0.29333333333333333,0.8333333333333334,0.19,0.30944625407166126,95,81,19,405
cepstral,pca_residual,Tx3,0.9,0.20056301095761062,0.54134,0.30666666666666664,0.8442622950819673,0.206,0.33118971061093244,103,81,19,397
cepstral,pca_residual,Tx4,0.9,0.20056301095761062,0.61386,0.3566666666666667,0.875,0.266,0.4079754601226994,133,81,19,367
cepstral,pca_residual,Tx5,0.9,0.20056301095761062,0.52602,0.2966666666666667,0.8362068965517241,0.194,0.31493506493506496,97,81,19,403
cepstral,pca_residual,Tx6,0.9,0.20056301095761062,0.58258,0.3383333333333333,0.8652482269503546,0.244,0.3806552262090484,122,81,19,378
cepstral,pca_residual,Tx7,0.9,0.20056301095761062,0.52274,0.2916666666666667,0.831858407079646,0.188,0.3066884176182708,94,81,19,406
cepstral,pca_residual,Tx8,0.9,0.20056301095761062,0.551,0.2733333333333333,0.8137254901960784,0.166,0.2757475083056478,83,81,19,417
cepstral,pca_residual,Tx2,0.95,0.23576138111912145,0.54288,0.2633333333333333,0.8452380952380952,0.142,0.24315068493150685,71,87,13,429
cepstral,pca_residual,Tx3,0.95,0.23576138111912145,0.54134,0.26,0.8414634146341463,0.138,0.2371134020618557,69,87,13,431
cepstral,pca_residual,Tx4,0.95,0.23576138111912145,0.61386,0.3016666666666667,0.8785046728971962,0.188,0.30971993410214166,94,87,13,406
cepstral,pca_residual,Tx5,0.95,0.23576138111912145,0.52602,0.26666666666666666,0.8488372093023255,0.146,0.24914675767918087,73,87,13,427
cepstral,pca_residual,Tx6,0.95,0.23576138111912145,0.58258,0.2866666666666667,0.8673469387755102,0.17,0.28428093645484953,85,87,13,415
cepstral,pca_residual,Tx7,0.95,0.23576138111912145,0.52274,0.25333333333333335,0.8333333333333334,0.13,0.22491349480968859,65,87,13,435
cepstral,pca_residual,Tx8,0.95,0.23576138111912145,0.551,0.23333333333333334,0.803030303030303,0.106,0.1872791519434629,53,87,13,447
cepstral,pca_residual,Tx2,0.97,0.24884499448802155,0.54288,0.265,0.8831168831168831,0.136,0.23570190641247835,68,91,9,432
cepstral,pca_residual,Tx3,0.97,0.24884499448802155,0.54134,0.26,0.8783783783783784,0.13,0.22648083623693382,65,91,9,435
cepstral,pca_residual,Tx4,0.97,0.24884499448802155,0.61386,0.295,0.9052631578947369,0.172,0.2890756302521008,86,91,9,414
cepstral,pca_residual,Tx5,0.97,0.24884499448802155,0.52602,0.26166666666666666,0.88,0.132,0.22956521739130434,66,91,9,434
cepstral,pca_residual,Tx6,0.97,0.24884499448802155,0.58258,0.275,0.891566265060241,0.148,0.2538593481989708,74,91,9,426
cepstral,pca_residual,Tx7,0.97,0.24884499448802155,0.52274,0.25333333333333335,0.8714285714285714,0.122,0.21403508771929824,61,91,9,439
cepstral,pca_residual,Tx8,0.97,0.24884499448802155,0.551,0.215,0.8085106382978723,0.076,0.13893967093235832,38,91,9,462
cepstral,shrinkage_mahalanobis,Tx2,0.9,65.84139203328213,0.53912,0.31,0.8524590163934426,0.208,0.33440514469453375,104,82,18,396
cepstral,shrinkage_mahalanobis,Tx3,0.9,65.84139203328213,0.55858,0.315,0.856,0.214,0.3423999999999999,107,82,18,393
cepstral,shrinkage_mahalanobis,Tx4,0.9,65.84139203328213,0.63394,0.39666666666666667,0.896551724137931,0.312,0.4629080118694362,156,82,18,344
cepstral,shrinkage_mahalanobis,Tx5,0.9,65.84139203328213,0.54816,0.32666666666666666,0.8636363636363636,0.228,0.36075949367088606,114,82,18,386
cepstral,shrinkage_mahalanobis,Tx6,0.9,65.84139203328213,0.5759,0.3616666666666667,0.8823529411764706,0.27,0.41347626339969373,135,82,18,365
cepstral,shrinkage_mahalanobis,Tx7,0.9,65.84139203328213,0.52994,0.31166666666666665,0.8536585365853658,0.21,0.33707865168539325,105,82,18,395
cepstral,shrinkage_mahalanobis,Tx8,0.9,65.84139203328213,0.59538,0.31,0.8524590163934426,0.208,0.33440514469453375,104,82,18,396
cepstral,shrinkage_mahalanobis,Tx2,0.95,79.51846222989924,0.53912,0.2816666666666667,0.8631578947368421,0.164,0.27563025210084036,82,87,13,418
cepstral,shrinkage_mahalanobis,Tx3,0.95,79.51846222989924,0.55858,0.275,0.8571428571428571,0.156,0.2639593908629441,78,87,13,422
cepstral,shrinkage_mahalanobis,Tx4,0.95,79.51846222989924,0.63394,0.32166666666666666,0.8907563025210085,0.212,0.3424878836833602,106,87,13,394
cepstral,shrinkage_mahalanobis,Tx5,0.95,79.51846222989924,0.54816,0.28,0.8617021276595744,0.162,0.27272727272727276,81,87,13,419
cepstral,shrinkage_mahalanobis,Tx6,0.95,79.51846222989924,0.5759,0.3,0.8773584905660378,0.186,0.3069306930693069,93,87,13,407
cepstral,shrinkage_mahalanobis,Tx7,0.95,79.51846222989924,0.52994,0.26166666666666666,0.8433734939759037,0.14,0.24013722126929676,70,87,13,430
cepstral,shrinkage_mahalanobis,Tx8,0.95,79.51846222989924,0.59538,0.245,0.821917808219178,0.12,0.2094240837696335,60,87,13,440
cepstral,shrinkage_mahalanobis,Tx2,0.97,83.2153631647323,0.53912,0.27666666666666667,0.8666666666666667,0.156,0.264406779661017,78,88,12,422
cepstral,shrinkage_mahalanobis,Tx3,0.97,83.2153631647323,0.55858,0.2733333333333333,0.8636363636363636,0.152,0.25850340136054417,76,88,12,424
cepstral,shrinkage_mahalanobis,Tx4,0.97,83.2153631647323,0.63394,0.2966666666666667,0.8823529411764706,0.18,0.29900332225913623,90,88,12,410
cepstral,shrinkage_mahalanobis,Tx5,0.97,83.2153631647323,0.54816,0.2733333333333333,0.8636363636363636,0.152,0.25850340136054417,76,88,12,424
cepstral,shrinkage_mahalanobis,Tx6,0.97,83.2153631647323,0.5759,0.2783333333333333,0.8681318681318682,0.158,0.2673434856175973,79,88,12,421
cepstral,shrinkage_mahalanobis,Tx7,0.97,83.2153631647323,0.52994,0.25166666666666665,0.84,0.126,0.2191304347826087,63,88,12,437
cepstral,shrinkage_mahalanobis,Tx8,0.97,83.2153631647323,0.59538,0.23,0.8064516129032258,0.1,0.17793594306049823,50,88,12,450
cyclo,zdist,Tx2,0.9,2.740198256962832,0.4673,0.25,0.7976190476190477,0.134,0.22945205479452058,67,83,17,433
cyclo,zdist,Tx3,0.9,2.740198256962832,0.4799,0.255,0.8045977011494253,0.14,0.2385008517887564,70,83,17,430
cyclo,zdist,Tx4,0.9,2.740198256962832,0.4958,0.23833333333333334,0.7792207792207793,0.12,0.20797227036395147,60,83,17,440
cyclo,zdist,Tx5,0.9,2.740198256962832,0.48366,0.245,0.7901234567901234,0.128,0.22030981067125646,64,83,17,436
cyclo,zdist,Tx6,0.9,2.740198256962832,0.49606,0.25833333333333336,0.8089887640449438,0.144,0.24448217317487264,72,83,17,428
cyclo,zdist,Tx7,0.9,2.740198256962832,0.47944,0.24166666666666667,0.7848101265822784,0.124,0.2141623488773748,62,83,17,438
cyclo,zdist,Tx8,0.9,2.740198256962832,0.5022,0.24,0.782051282051282,0.122,0.2110726643598616,61,83,17,439
cyclo,zdist,Tx2,0.95,4.01118638992748,0.4673,0.23833333333333334,0.8208955223880597,0.11,0.19400352733686066,55,88,12,445
cyclo,zdist,Tx3,0.95,4.01118638992748,0.4799,0.24666666666666667,0.8333333333333334,0.12,0.2097902097902098,60,88,12,440
cyclo,zdist,Tx4,0.95,4.01118638992748,0.4958,0.22166666666666668,0.7894736842105263,0.09,0.1615798922800718,45,88,12,455
cyclo,zdist,Tx5,0.95,4.01118638992748,0.48366,0.23333333333333334,0.8125,0.104,0.18439716312056736,52,88,12,448
cyclo,zdist,Tx6,0.95,4.01118638992748,0.49606,0.23333333333333334,0.8125,0.104,0.18439716312056736,52,88,12,448
cyclo,zdist,Tx7,0.95,4.01118638992748,0.47944,0.23333333333333334,0.8125,0.104,0.18439716312056736,52,88,12,448
cyclo,zdist,Tx8,0.95,4.01118638992748,0.5022,0.21166666666666667,0.7647058823529411,0.078,0.1415607985480944,39,88,12,461
cyclo,zdist,Tx2,0.97,5.196578163434507,0.4673,0.23166666666666666,0.8823529411764706,0.09,0.16333938294010888,45,94,6,455
cyclo,zdist,Tx3,0.97,5.196578163434507,0.4799,0.24166666666666667,0.8947368421052632,0.102,0.18312387791741472,51,94,6,449
cyclo,zdist,Tx4,0.97,5.196578163434507,0.4958,0.20833333333333334,0.8378378378378378,0.062,0.11545623836126631,31,94,6,469
cyclo,zdist,Tx5,0.97,5.196578163434507,0.48366,0.23333333333333334,0.8846153846153846,0.092,0.16666666666666666,46,94,6,454
cyclo,zdist,Tx6,0.97,5.196578163434507,0.49606,0.225,0.8723404255319149,0.082,0.14990859232175505,41,94,6,459
cyclo,zdist,Tx7,0.97,5.196578163434507,0.47944,0.22166666666666668,0.8666666666666667,0.078,0.14311926605504588,39,94,6,461
cyclo,zdist,Tx8,0.97,5.196578163434507,0.5022,0.19166666666666668,0.7777777777777778,0.042,0.07969639468690702,21,94,6,479
cyclo,pca_residual,Tx2,0.9,0.11921099738403299,0.5617,0.3333333333333333,0.8968253968253969,0.226,0.36102236421725237,113,87,13,387
cyclo,pca_residual,Tx3,0.9,0.11921099738403299,0.6093,0.3516666666666667,0.9051094890510949,0.248,0.3893249607535322,124,87,13,376
cyclo,pca_residual,Tx4,0.9,0.11921099738403299,0.55222,0.28,0.8617021276595744,0.162,0.27272727272727276,81,87,13,419
cyclo,pca_residual,Tx5,0.9,0.11921099738403299,0.60752,0.345,0.9022556390977443,0.24,0.3791469194312796,120,87,13,380
cyclo,pca_residual,Tx6,0.9,0.11921099738403299,0.57048,0.33666666666666667,0.8984375,0.23,0.36624203821656054,115,87,13,385
cyclo,pca_residual,Tx7,0.9,0.11921099738403299,0.58482,0.3466666666666667,0.9029850746268657,0.242,0.38170347003154576,121,87,13,379
cyclo,pca_residual,Tx8,0.9,0.11921099738403299,0.57544,0.335,0.8976377952755905,0.228,0.36363636363636365,114,87,13,386
cyclo,pca_residual,Tx2,0.95,0.16587423148795444,0.5617,0.285,0.8901098901098901,0.162,0.2741116751269036,81,90,10,419
cyclo,pca_residual,Tx3,0.95,0.16587423148795444,0.6093,0.3,0.9,0.18,0.3,90,90,10,410
cyclo,pca_residual,Tx4,0.95,0.16587423148795444,0.55222,0.20666666666666667,0.7727272727272727,0.068,0.125,34,90,10,466
cyclo,pca_residual,Tx5,0.95,0.16587423148795444,0.60752,0.3016666666666667,0.900990099009901,0.182,0.30282861896838603,91,90,10,409
cyclo,pca_residual,Tx6,0.95,0.16587423148795444,0.57048,0.2683333333333333,0.8765432098765432,0.142,0.2444061962134251,71,90,10,429
cyclo,pca_residual,Tx7,0.95,0.16587423148795444,0.58482,0.2833333333333333,0.8888888888888888,0.16,0.27118644067796616,80,90,10,420
cyclo,pca_residual,Tx8,0.95,0.16587423148795444,0.57544,0.25,0.8571428571428571,0.12,0.21052631578947367,60,90,10,440
cyclo,pca_residual,Tx2,0.97,0.19800279160495482,0.5617,0.25833333333333336,0.8873239436619719,0.126,0.22066549912434327,63,92,8,437
cyclo,pca_residual,Tx3,0.97,0.19800279160495482,0.6093,0.27666666666666667,0.9024390243902439,0.148,0.2542955326460481,74,92,8,426
cyclo,pca_residual,Tx4,0.97,0.19800279160495482,0.55222,0.19166666666666668,0.7419354838709677,0.046,0.08662900188323917,23,92,8,477
cyclo,pca_residual,Tx5,0.97,0.19800279160495482,0.60752,0.285,0.9080459770114943,0.158,0.26916524701873934,79,92,8,421
cyclo,pca_residual,Tx6,0.97,0.19800279160495482,0.57048,0.255,0.8840579710144928,0.122,0.21441124780316345,61,92,8,439
cyclo,pca_residual,Tx7,0.97,0.19800279160495482,0.58482,0.2633333333333333,0.8918918918918919,0.132,0.22996515679442514,66,92,8,434
cyclo,pca_residual,Tx8,0.97,0.19800279160495482,0.57544,0.22833333333333333,0.8490566037735849,0.09,0.162748643761302,45,92,8,455
cyclo,shrinkage_mahalanobis,Tx2,0.9,63.26253505032218,0.50062,0.315,0.8617886178861789,0.212,0.34028892455858745,106,83,17,394
cyclo,shrinkage_mahalanobis,Tx3,0.9,63.26253505032218,0.51852,0.31333333333333335,0.860655737704918,0.21,0.337620578778135,105,83,17,395
cyclo,shrinkage_mahalanobis,Tx4,0.9,63.26253505032218,0.53426,0.29833333333333334,0.8495575221238938,0.192,0.31321370309951063,96,83,17,404
cyclo,shrinkage_mahalanobis,Tx5,0.9,63.26253505032218,0.5234,0.33,0.8712121212121212,0.23,0.36392405063291133,115,83,17,385
cyclo,shrinkage_mahalanobis,Tx6,0.9,63.26253505032218,0.51806,0.31666666666666665,0.8629032258064516,0.214,0.3429487179487179,107,83,17,393
cyclo,shrinkage_mahalanobis,Tx7,0.9,63.26253505032218,0.5247,0.3283333333333333,0.8702290076335878,0.228,0.3613312202852615,114,83,17,386
cyclo,shrinkage_mahalanobis,Tx8,0.9,63.26253505032218,0.54598,0.31166666666666665,0.859504132231405,0.208,0.33494363929146537,104,83,17,396
cyclo,shrinkage_mahalanobis,Tx2,0.95,87.39347646358122,0.50062,0.28,0.8777777777777778,0.158,0.2677966101694915,79,89,11,421
cyclo,shrinkage_mahalanobis,Tx3,0.95,87.39347646358122,0.51852,0.3,0.8921568627450981,0.182,0.3023255813953488,91,89,11,409
cyclo,shrinkage_mahalanobis,Tx4,0.95,87.39347646358122,0.53426,0.21833333333333332,0.7924528301886793,0.084,0.15189873417721522,42,89,11,458
cyclo,shrinkage_mahalanobis,Tx5,0.95,87.39347646358122,0.5234,0.2916666666666667,0.8865979381443299,0.172,0.288107202680067,86,89,11,414
cyclo,shrinkage_mahalanobis,Tx6,0.95,87.39347646358122,0.51806,0.2833333333333333,0.8804347826086957,0.162,0.27364864864864863,81,89,11,419
cyclo,shrinkage_mahalanobis,Tx7,0.95,87.39347646358122,0.5247,0.2916666666666667,0.8865979381443299,0.172,0.288107202680067,86,89,11,414
cyclo,shrinkage_mahalanobis,Tx8,0.95,87.39347646358122,0.54598,0.275,0.8735632183908046,0.152,0.2589437819420784,76,89,11,424
cyclo,shrinkage_mahalanobis,Tx2,0.97,102.7212564919039,0.50062,0.2733333333333333,0.8902439024390244,0.146,0.2508591065292096,73,91,9,427
cyclo,shrinkage_mahalanobis,Tx3,0.97,102.7212564919039,0.51852,0.28833333333333333,0.9010989010989011,0.164,0.2774957698815567,82,91,9,418
cyclo,shrinkage_mahalanobis,Tx4,0.97,102.7212564919039,0.53426,0.20833333333333334,0.7906976744186046,0.068,0.1252302025782689,34,91,9,466
cyclo,shrinkage_mahalanobis,Tx5,0.97,102.7212564919039,0.5234,0.2816666666666667,0.896551724137931,0.156,0.26575809199318573,78,91,9,422
cyclo,shrinkage_mahalanobis,Tx6,0.97,102.7212564919039,0.51806,0.27666666666666667,0.8928571428571429,0.15,0.2568493150684931,75,91,9,425
cyclo,shrinkage_mahalanobis,Tx7,0.97,102.7212564919039,0.5247,0.2733333333333333,0.8902439024390244,0.146,0.2508591065292096,73,91,9,427
cyclo,shrinkage_mahalanobis,Tx8,0.97,102.7212564919039,0.54598,0.25833333333333336,0.8767123287671232,0.128,0.22338568935427572,64,91,9,436
hos,zdist,Tx2,0.9,1.6387548443483007,0.48444,0.24333333333333335,0.7948717948717948,0.124,0.21453287197231832,62,84,16,438
hos,zdist,Tx3,0.9,1.6387548443483007,0.51242,0.24666666666666667,0.8,0.128,0.2206896551724138,64,84,16,436
hos,zdist,Tx4,0.9,1.6387548443483007,0.46414,0.245,0.7974683544303798,0.126,0.21761658031088082,63,84,16,437
hos,zdist,Tx5,0.9,1.6387548443483007,0.49148,0.245,0.7974683544303798,0.126,0.21761658031088082,63,84,16,437
hos,zdist,Tx6,0.9,1.6387548443483007,0.51336,0.25166666666666665,0.8072289156626506,0.134,0.22984562607204118,67,84,16,433
hos,zdist,Tx7,0.9,1.6387548443483007,0.50964,0.24833333333333332,0.8024691358024691,0.13,0.22375215146299485,65,84,16,435
hos,zdist,Tx8,0.9,1.6387548443483007,0.49026,0.24,0.7894736842105263,0.12,0.20833333333333334,60,84,16,440
hos,zdist,Tx2,0.95,2.7362641946568775,0.48444,0.21666666666666667,0.7777777777777778,0.084,0.1516245487364621,42,88,12,458
hos,zdist,Tx3,0.95,2.7362641946568775,0.51242,0.23,0.8064516129032258,0.1,0.17793594306049823,50,88,12,450
hos,zdist,Tx4,0.95,2.7362641946568775,0.46414,0.22,0.7857142857142857,0.088,0.15827338129496402,44,88,12,456
hos,zdist,Tx5,0.95,2.7362641946568775,0.49148,0.21166666666666667,0.7647058823529411,0.078,0.1415607985480944,39,88,12,461
hos,zdist,Tx6,0.95,2.7362641946568775,0.51336,0.21666666666666667,0.7777777777777778,0.084,0.1516245487364621,42,88,12,458
hos,zdist,Tx7,0.95,2.7362641946568775,0.50964,0.21833333333333332,0.7818181818181819,0.086,0.15495495495495495,43,88,12,457
hos,zdist,Tx8,0.95,2.7362641946568775,0.49026,0.18833333333333332,0.6756756756756757,0.05,0.0931098696461825,25,88,12,475
