representation,method,tx,threshold_quantile,threshold,auc,accuracy,precision,recall,f1,tp,tn,fp,fn
fft,shrinkage_mahalanobis,Tx8,0.9,49.10370321974699,0.63306,0.36666666666666664,0.8846153846153846,0.276,0.4207317073170732,138,82,18,362
fft,shrinkage_mahalanobis,Tx2,0.95,64.4944437147885,0.5266,0.25166666666666665,0.8695652173913043,0.12,0.210896309314587,60,91,9,440
fft,shrinkage_mahalanobis,Tx3,0.95,64.4944437147885,0.53722,0.27166666666666667,0.8888888888888888,0.144,0.2478485370051635,72,91,9,428
fft,shrinkage_mahalanobis,Tx4,0.95,64.4944437147885,0.59516,0.2816666666666667,0.896551724137931,0.156,0.26575809199318573,78,91,9,422
fft,shrinkage_mahalanobis,Tx5,0.95,64.4944437147885,0.54316,0.25833333333333336,0.8767123287671232,0.128,0.22338568935427572,64,91,9,436
fft,shrinkage_mahalanobis,Tx6,0.95,64.4944437147885,0.56888,0.28833333333333333,0.9010989010989011,0.164,0.2774957698815567,82,91,9,418
fft,shrinkage_mahalanobis,Tx7,0.95,64.4944437147885,0.55906,0.2633333333333333,0.881578947368421,0.134,0.23263888888888887,67,91,9,433
fft,shrinkage_mahalanobis,Tx8,0.95,64.4944437147885,0.63306,0.31333333333333335,0.9150943396226415,0.194,0.3201320132013201,97,91,9,403
fft,shrinkage_mahalanobis,Tx2,0.97,70.6430551797449,0.5266,0.245,0.873015873015873,0.11,0.19538188277087035,55,92,8,445
fft,shrinkage_mahalanobis,Tx3,0.97,70.6430551797449,0.53722,0.26,0.8888888888888888,0.128,0.22377622377622375,64,92,8,436
fft,shrinkage_mahalanobis,Tx4,0.97,70.6430551797449,0.59516,0.2633333333333333,0.8918918918918919,0.132,0.22996515679442514,66,92,8,434
fft,shrinkage_mahalanobis,Tx5,0.97,70.6430551797449,0.54316,0.25333333333333335,0.8823529411764706,0.12,0.21126760563380279,60,92,8,440
fft,shrinkage_mahalanobis,Tx6,0.97,70.6430551797449,0.56888,0.2833333333333333,0.9069767441860465,0.156,0.26621160409556316,78,92,8,422
fft,shrinkage_mahalanobis,Tx7,0.97,70.6430551797449,0.55906,0.25666666666666665,0.8857142857142857,0.124,0.2175438596491228,62,92,8,438
fft,shrinkage_mahalanobis,Tx8,0.97,70.6430551797449,0.63306,0.31333333333333335,0.9230769230769231,0.192,0.31788079470198677,96,92,8,404
stft,zdist,Tx2,0.9,1.8206217539366136,0.47618,0.25666666666666665,0.8214285714285714,0.138,0.23630136986301373,69,85,15,431
stft,zdist,Tx3,0.9,1.8206217539366136,0.47152,0.25833333333333336,0.8235294117647058,0.14,0.23931623931623933,70,85,15,430
stft,zdist,Tx4,0.9,1.8206217539366136,0.51462,0.2966666666666667,0.8611111111111112,0.186,0.305921052631579,93,85,15,407
stft,zdist,Tx5,0.9,1.8206217539366136,0.47628,0.2733333333333333,0.8404255319148937,0.158,0.26599326599326595,79,85,15,421
stft,zdist,Tx6,0.9,1.8206217539366136,0.48916,0.285,0.8514851485148515,0.172,0.2861896838602329,86,85,15,414
stft,zdist,Tx7,0.9,1.8206217539366136,0.45956,0.25833333333333336,0.8235294117647058,0.14,0.23931623931623933,70,85,15,430
stft,zdist,Tx8,0.9,1.8206217539366136,0.48312,0.23166666666666666,0.782608695652174,0.108,0.1898066783831283,54,85,15,446
